response_id,customer_id,survey_date,overall_satisfaction,product_quality,customer_service,value_for_money,would_recommend,nps_score,comments
1183,10066,2024-06-22,Very Dissatisfied,4,4,4,No,3.0,Could be better
1184,11080,2024-06-02,Very Satisfied,2,5,4,Yes,5.0,Average
1185,11210,2024-01-23,Dissatisfied,2,3,5,No,9.0,Average
1186,11640,2024-04-27,Satisfied,4,3,1,Yes,10.0,Great!
1187,11671,2024-03-23,Very Dissatisfied,4,2,1,No,3.0,Good
1188,10622,2024-06-04,Dissatisfied,2,1,1,Yes,5.0,
1189,11759,2024-06-10,Satisfied,2,5,2,No,2.0,
1190,11085,2024-01-15,Dissatisfied,2,1,3,Yes,9.0,
1191,11547,2024-06-02,Neutral,2,3,2,Yes,3.0,
1192,10989,2024-04-15,Satisfied,1,2,5,No,9.0,Could be better
1193,11477,2024-03-25,Very Dissatisfied,5,1,1,Yes,3.0,Could be better
1194,10957,2024-06-27,Satisfied,2,5,2,No,7.0,Could be better
1195,10159,2024-05-15,Very Dissatisfied,3,1,2,Yes,5.0,
1196,10866,2024-04-15,Dissatisfied,5,4,3,Yes,8.0,Great!
1197,10289,2024-02-05,Dissatisfied,2,3,2,No,1.0,Good
1198,11677,2024-06-11,Very Satisfied,3,3,4,No,6.0,Average
1199,11004,2024-05-08,Dissatisfied,2,1,1,Yes,7.0,
1200,10285,2024-01-29,Satisfied,2,2,2,Yes,1.0,Average
1201,11224,2024-03-11,Very Satisfied,2,5,3,No,8.0,Great!
1202,11988,2024-04-29,Very Satisfied,3,4,3,No,1.0,Good
1203,11295,2024-01-29,Very Dissatisfied,2,3,5,No,6.0,
1204,10236,2024-03-03,Very Satisfied,1,4,5,Yes,5.0,Average
1205,10280,2024-02-19,Dissatisfied,1,3,1,Yes,0.0,
1206,10879,2024-06-02,Very Satisfied,4,5,3,No,4.0,Good
1207,11599,2024-02-24,Very Satisfied,5,1,5,Yes,9.0,Great!
1208,10451,2024-06-05,Neutral,4,2,4,No,10.0,Could be better
1209,10842,2024-05-17,Dissatisfied,4,3,3,Yes,8.0,Could be better
1210,11365,2024-02-04,Very Dissatisfied,3,3,4,Yes,5.0,Great!
1211,11887,2024-06-21,Very Satisfied,5,5,3,Yes,2.0,
1212,10825,2024-05-04,Dissatisfied,2,1,1,Yes,,Average
1213,10826,2024-03-24,Very Satisfied,1,4,3,No,2.0,Average
1214,11744,2024-01-25,Dissatisfied,4,3,2,Yes,3.0,Average
1215,10267,2024-06-14,Neutral,1,4,5,Yes,10.0,Good
1216,10461,2024-06-14,Satisfied,4,1,5,Yes,6.0,Average
1217,10419,2024-06-18,Neutral,4,3,5,Yes,9.0,
1218,11142,2024-04-01,Dissatisfied,5,5,5,No,7.0,Good
1219,10842,2024-05-24,Very Satisfied,3,2,4,Yes,8.0,Good
1220,11639,2024-05-03,Neutral,3,5,2,Yes,1.0,Good
1221,11778,2024-03-16,Satisfied,2,2,5,No,5.0,Great!
1222,11732,2024-04-04,Neutral,2,3,5,No,,
1223,11418,2024-06-27,Dissatisfied,1,1,3,Yes,6.0,Could be better
1224,10901,2024-03-20,Very Dissatisfied,4,5,2,No,5.0,
1225,11834,2024-03-21,Very Dissatisfied,2,4,3,Yes,5.0,
1226,11413,2024-05-03,Dissatisfied,3,2,1,Yes,6.0,
1227,11033,2024-02-11,Very Dissatisfied,3,5,3,Yes,0.0,Could be better
1228,11237,2024-04-17,Satisfied,3,3,3,No,9.0,Good
1229,11630,2024-03-17,Dissatisfied,3,5,3,Yes,3.0,Great!
1230,11116,2024-06-04,Very Satisfied,2,1,5,No,9.0,Good
1231,11389,2024-02-20,Very Satisfied,4,1,2,No,2.0,Great!
1232,11492,2024-03-13,Very Satisfied,1,5,3,No,5.0,Good
1233,10711,2024-01-13,Very Satisfied,4,2,1,Yes,6.0,
1234,11628,2024-03-25,Very Dissatisfied,1,2,4,No,8.0,Average
1235,10125,2024-04-24,Neutral,1,3,4,No,5.0,Great!
1236,10132,2024-03-15,Neutral,2,5,5,Yes,5.0,
1237,11874,2024-04-16,Dissatisfied,1,5,5,No,6.0,
1238,10455,2024-01-31,Very Dissatisfied,4,3,5,No,,Could be better
1239,11839,2024-04-30,Very Satisfied,2,2,3,No,9.0,Could be better
1240,10100,2024-06-26,Satisfied,4,4,2,No,0.0,
1241,11669,2024-03-06,Very Satisfied,1,5,4,No,1.0,
1242,10903,2024-05-29,Satisfied,3,1,2,Yes,2.0,Average
1243,10259,2024-05-16,Very Dissatisfied,1,2,4,No,9.0,
1244,11343,2024-05-04,Neutral,3,3,5,No,1.0,
1245,10727,2024-04-09,Neutral,5,2,2,Yes,2.0,Great!
1246,10394,2024-05-24,Dissatisfied,3,5,1,Yes,5.0,Good
1247,10461,2024-06-27,Dissatisfied,4,5,3,Yes,9.0,Good
1248,11649,2024-02-01,Satisfied,5,4,1,No,6.0,Could be better
1249,11213,2024-06-05,Satisfied,4,5,5,No,4.0,Average
1250,11399,2024-06-25,Dissatisfied,1,1,5,No,5.0,Great!
1251,11136,2024-05-31,Satisfied,4,3,4,Yes,6.0,Average
1252,10664,2024-01-05,Very Dissatisfied,4,3,1,Yes,3.0,
1253,10496,2024-05-30,Very Dissatisfied,2,5,1,Yes,3.0,
1254,11820,2024-04-28,Satisfied,2,4,3,No,10.0,
1255,11333,2024-03-16,Dissatisfied,1,1,3,Yes,10.0,
1256,10304,2024-06-08,Very Dissatisfied,5,1,2,Yes,5.0,
1257,10851,2024-05-08,Very Dissatisfied,1,2,3,Yes,9.0,Could be better
1258,10308,2024-05-10,Very Satisfied,5,5,5,Yes,5.0,Average
1259,11512,2024-04-11,Very Dissatisfied,4,4,4,No,0.0,Good
1260,11547,2024-05-04,Satisfied,3,4,2,No,0.0,Could be better
1261,10357,2024-04-12,Very Satisfied,2,2,5,Yes,9.0,
1262,10279,2024-05-19,Very Dissatisfied,2,5,1,Yes,2.0,
1263,10199,2024-05-30,Neutral,2,3,4,No,0.0,
1264,10641,2024-06-03,Dissatisfied,2,3,5,No,9.0,
1265,10552,2024-05-01,Neutral,4,2,2,Yes,0.0,Average
1266,10932,2024-06-20,Neutral,4,1,1,No,9.0,Great!
1267,10568,2024-01-31,Very Dissatisfied,4,1,1,Yes,6.0,Average
1268,10721,2024-06-26,Neutral,5,2,1,No,7.0,
1269,10897,2024-02-14,Very Dissatisfied,1,3,1,No,0.0,
1270,10049,2024-06-21,Neutral,1,1,5,No,1.0,Good
1271,10068,2024-03-28,Very Satisfied,4,5,3,No,8.0,Could be better
1272,10367,2024-06-12,Neutral,3,5,1,Yes,1.0,Could be better
1273,10020,2024-04-21,Dissatisfied,2,2,1,No,4.0,Great!
1274,11004,2024-01-25,Neutral,1,1,2,Yes,2.0,Could be better
1275,11605,2024-06-10,Satisfied,3,1,5,Yes,3.0,Great!
1276,11910,2024-01-21,Very Dissatisfied,4,5,3,No,6.0,Great!
1277,11155,2024-01-30,Dissatisfied,2,5,1,Yes,6.0,
1278,11456,2024-06-24,Neutral,4,2,2,Yes,2.0,Average
1279,10667,2024-06-07,Neutral,1,3,3,Yes,0.0,Great!
1280,10477,2024-03-09,Very Satisfied,5,5,3,No,8.0,
1281,11972,2024-04-09,Dissatisfied,1,5,2,Yes,6.0,
1282,10772,2024-02-17,Satisfied,5,5,5,No,10.0,Average
1283,11510,2024-01-28,Dissatisfied,2,2,5,No,1.0,Could be better
1284,11041,2024-03-10,Neutral,1,4,2,No,8.0,Great!
1285,11455,2024-02-19,Very Satisfied,5,5,2,No,3.0,Could be better
1286,10116,2024-05-11,Very Dissatisfied,5,3,4,Yes,9.0,Good
1287,11006,2024-02-29,Very Satisfied,4,5,1,Yes,7.0,Average
1288,10545,2024-02-04,Neutral,1,4,3,No,4.0,
1289,10580,2024-06-14,Very Dissatisfied,5,1,5,No,3.0,Could be better
1290,10632,2024-01-29,Neutral,1,3,5,Yes,5.0,Good
1291,11488,2024-04-27,Very Dissatisfied,4,4,4,Yes,5.0,
1292,10633,2024-06-05,Dissatisfied,4,4,5,Yes,4.0,
1293,10958,2024-06-24,Dissatisfied,1,1,3,Yes,10.0,
1294,11679,2024-02-29,Very Dissatisfied,3,2,1,No,0.0,Great!
1295,11774,2024-04-22,Neutral,1,2,4,No,6.0,Good
1296,10810,2024-04-15,Very Satisfied,1,3,2,Yes,10.0,Great!
1297,10241,2024-05-21,Very Dissatisfied,4,1,2,No,3.0,
1298,10702,2024-05-21,Satisfied,2,4,3,No,4.0,Good
1299,11406,2024-06-02,Neutral,2,2,5,Yes,5.0,
1300,11674,2024-02-16,Dissatisfied,1,1,1,Yes,4.0,Good
1301,10395,2024-01-22,Satisfied,5,5,4,No,2.0,Good
1302,10142,2024-03-16,Very Satisfied,1,3,3,No,0.0,
1303,10589,2024-04-02,Very Dissatisfied,1,4,2,Yes,9.0,Could be better
1304,10675,2024-01-10,Very Dissatisfied,4,2,5,No,10.0,Average
1305,11084,2024-04-10,Neutral,1,1,3,Yes,3.0,Good
1306,10043,2024-05-13,Neutral,1,2,2,Yes,6.0,Good
1307,11852,2024-04-07,Dissatisfied,5,2,2,Yes,7.0,Good
1308,10094,2024-03-18,Neutral,2,1,4,No,9.0,Average
1309,10683,2024-02-17,Dissatisfied,1,2,1,Yes,3.0,Good
1310,11659,2024-06-01,Satisfied,3,5,3,Yes,7.0,Good
1311,11815,2024-06-20,Satisfied,4,4,3,No,1.0,Could be better
1312,10637,2024-06-07,Dissatisfied,4,3,2,No,6.0,
1313,11348,2024-04-16,Dissatisfied,4,4,2,Yes,0.0,Average
1314,11491,2024-05-23,Very Dissatisfied,5,4,1,No,4.0,
1315,10920,2024-01-18,Dissatisfied,3,4,1,No,2.0,
1316,10715,2024-03-05,Very Satisfied,2,4,2,No,,Could be better
1317,11600,2024-03-08,Dissatisfied,3,1,3,No,10.0,
1318,10437,2024-02-03,Very Dissatisfied,3,1,4,No,5.0,Good
1319,11721,2024-01-14,Satisfied,3,1,1,Yes,2.0,
1320,11354,2024-05-09,Neutral,4,5,1,No,1.0,
1321,10451,2024-01-12,Neutral,2,3,4,Yes,7.0,Good
1322,10077,2024-01-13,Dissatisfied,1,1,2,No,9.0,Could be better
1323,10861,2024-03-11,Very Satisfied,2,4,1,Yes,9.0,
1324,11909,2024-06-11,Very Satisfied,1,5,3,Yes,8.0,
1325,11343,2024-03-17,Dissatisfied,5,5,2,Yes,6.0,
1326,10255,2024-04-01,Very Satisfied,4,1,1,Yes,10.0,Good
1327,10831,2024-05-14,Satisfied,2,2,3,No,0.0,
1328,11204,2024-03-04,Satisfied,1,5,4,No,4.0,Average
1329,11781,2024-02-01,Dissatisfied,5,4,3,Yes,5.0,
1330,11681,2024-01-20,Very Dissatisfied,2,4,5,No,5.0,
1331,11830,2024-02-21,Very Dissatisfied,4,5,3,No,,
1332,10938,2024-04-24,Dissatisfied,2,1,1,Yes,4.0,Great!
1333,11426,2024-05-15,Satisfied,2,2,4,No,8.0,Could be better
1334,10061,2024-04-11,Very Satisfied,5,1,4,No,,Average
1335,10117,2024-05-21,Satisfied,3,3,5,Yes,3.0,
1336,10441,2024-04-04,Dissatisfied,5,3,4,Yes,6.0,Average
1337,11361,2024-01-06,Very Satisfied,1,2,5,Yes,10.0,Great!
1338,11613,2024-06-10,Dissatisfied,4,4,4,No,0.0,
1339,11521,2024-06-02,Satisfied,5,2,1,Yes,10.0,
1340,11764,2024-01-04,Satisfied,5,2,2,Yes,10.0,Good
1341,11773,2024-02-01,Dissatisfied,4,2,3,No,3.0,Average
1342,10154,2024-05-01,Satisfied,5,3,1,Yes,4.0,
1343,10744,2024-02-13,Dissatisfied,3,2,4,No,0.0,Good
1344,11100,2024-01-19,Very Dissatisfied,3,3,1,Yes,1.0,
1345,10673,2024-02-01,Neutral,4,3,5,Yes,0.0,Good
1346,11809,2024-02-08,Neutral,4,1,2,No,4.0,Good
1347,10858,2024-05-13,Very Dissatisfied,3,4,1,Yes,4.0,Good
1348,10511,2024-01-04,Very Satisfied,2,2,4,No,8.0,
1349,11323,2024-01-07,Dissatisfied,3,4,1,No,5.0,Good
1350,10387,2024-05-29,Dissatisfied,5,4,5,Yes,6.0,
1351,11528,2024-04-29,Satisfied,4,4,3,No,10.0,Could be better
1352,10106,2024-04-19,Very Satisfied,5,4,5,No,7.0,Average
1353,10535,2024-02-28,Very Satisfied,4,4,3,No,3.0,Could be better
1354,11066,2024-04-23,Very Satisfied,4,3,4,No,2.0,Good
1355,10098,2024-01-05,Dissatisfied,5,3,3,No,5.0,Average
1356,11547,2024-05-24,Dissatisfied,5,3,3,No,8.0,Good
1357,10881,2024-01-12,Dissatisfied,5,4,2,No,4.0,
1358,11450,2024-06-05,Satisfied,5,2,4,No,0.0,
1359,11494,2024-01-18,Satisfied,1,4,3,No,3.0,Good
1360,10160,2024-03-13,Neutral,3,2,5,Yes,1.0,
1361,11118,2024-06-24,Neutral,5,1,4,Yes,1.0,
1362,11823,2024-06-04,Neutral,1,4,3,Yes,6.0,
1363,11554,2024-02-25,Very Satisfied,1,2,1,Yes,9.0,
1364,11714,2024-03-01,Satisfied,1,4,1,No,9.0,Good
1365,11597,2024-01-30,Very Dissatisfied,2,2,5,No,10.0,
1366,11177,2024-04-06,Dissatisfied,2,1,5,Yes,10.0,Good
1367,11597,2024-03-28,Very Dissatisfied,4,2,4,No,6.0,
1368,10508,2024-02-13,Dissatisfied,2,3,5,No,5.0,Could be better
1369,10777,2024-02-22,Very Satisfied,5,3,2,Yes,2.0,
1370,10622,2024-02-21,Dissatisfied,1,3,1,Yes,2.0,
1371,10704,2024-04-25,Dissatisfied,2,5,2,Yes,8.0,Could be better
1372,11751,2024-03-24,Dissatisfied,5,4,3,No,2.0,Could be better
1373,11726,2024-03-25,Very Dissatisfied,4,4,1,No,3.0,Average
1374,11871,2024-04-20,Very Satisfied,3,3,3,No,4.0,
1375,11782,2024-01-23,Satisfied,1,2,5,Yes,10.0,Could be better
1376,11345,2024-06-15,Neutral,1,1,5,Yes,10.0,
1377,10608,2024-05-19,Very Dissatisfied,3,4,1,Yes,7.0,Could be better
1378,11083,2024-04-14,Dissatisfied,5,4,3,No,2.0,
1379,11507,2024-06-23,Neutral,5,2,3,No,9.0,
1380,11203,2024-03-30,Neutral,1,4,3,Yes,2.0,
1381,11712,2024-04-22,Satisfied,3,5,4,Yes,8.0,
1382,10304,2024-06-22,Neutral,2,5,4,No,,
1383,10711,2024-02-26,Very Satisfied,3,3,1,Yes,9.0,
1384,10401,2024-05-10,Dissatisfied,2,4,1,Yes,5.0,
1385,11354,2024-04-21,Very Dissatisfied,2,1,4,No,3.0,
1386,10151,2024-05-14,Neutral,4,1,3,Yes,9.0,
1387,10049,2024-05-04,Satisfied,3,3,4,Yes,10.0,Average
1388,10576,2024-04-21,Very Dissatisfied,2,3,1,No,6.0,Average
1389,10015,2024-02-12,Very Dissatisfied,4,4,5,No,9.0,Great!
1390,10951,2024-04-27,Satisfied,4,4,2,Yes,6.0,
1391,10507,2024-03-02,Very Dissatisfied,5,5,4,No,7.0,
1392,10402,2024-06-13,Very Dissatisfied,2,4,3,No,9.0,
1393,11025,2024-01-01,Dissatisfied,4,2,3,No,4.0,
1394,11098,2024-06-06,Dissatisfied,1,4,1,Yes,,
1395,10814,2024-04-19,Dissatisfied,5,3,4,Yes,0.0,Could be better
1396,11080,2024-01-05,Neutral,4,3,5,Yes,3.0,Great!
1397,10909,2024-01-13,Neutral,5,5,2,Yes,9.0,Great!
1398,10106,2024-02-20,Dissatisfied,3,3,4,Yes,5.0,Average
1399,11589,2024-02-08,Dissatisfied,3,5,2,Yes,7.0,Average
1400,11948,2024-05-23,Dissatisfied,1,5,4,No,3.0,Average
1401,10995,2024-02-27,Very Satisfied,4,3,2,Yes,8.0,Could be better
1402,11312,2024-02-09,Neutral,1,1,3,Yes,10.0,Good
1403,11499,2024-05-04,Satisfied,3,1,1,No,7.0,Could be better
1404,11718,2024-03-02,Very Satisfied,3,1,3,Yes,3.0,Average
1405,10152,2024-06-26,Dissatisfied,4,2,4,Yes,3.0,Could be better
1406,10537,2024-04-26,Dissatisfied,2,1,3,Yes,8.0,
1407,11214,2024-05-19,Very Satisfied,4,2,4,No,,Could be better
1408,10259,2024-04-28,Neutral,5,1,4,Yes,9.0,Great!
1409,10909,2024-05-02,Neutral,4,4,4,No,5.0,Could be better
1410,11735,2024-03-15,Neutral,2,4,5,No,1.0,
1411,11630,2024-01-20,Very Satisfied,2,5,3,Yes,10.0,Good
1412,11270,2024-05-25,Very Satisfied,5,1,3,Yes,1.0,Great!
1413,11858,2024-03-29,Neutral,5,2,1,Yes,2.0,Could be better
1414,11814,2024-03-30,Very Satisfied,4,3,5,No,2.0,Good
1415,11667,2024-03-23,Satisfied,1,4,1,Yes,5.0,Average
1416,11746,2024-04-19,Neutral,5,2,1,Yes,3.0,
1417,10248,2024-01-28,Neutral,1,1,2,Yes,0.0,
1418,11220,2024-04-12,Neutral,2,5,2,No,1.0,Could be better
1419,11421,2024-05-02,Very Dissatisfied,1,3,2,Yes,10.0,
1420,11274,2024-05-15,Neutral,3,5,2,Yes,6.0,Average
1421,11485,2024-01-28,Very Satisfied,3,1,5,Yes,8.0,
1422,11994,2024-04-02,Very Dissatisfied,3,2,2,Yes,5.0,Average
1423,11953,2024-05-15,Satisfied,2,3,3,No,3.0,Great!
1424,11612,2024-06-28,Dissatisfied,2,5,2,Yes,5.0,
1425,10256,2024-02-18,Dissatisfied,4,4,1,Yes,7.0,Could be better
1426,11470,2024-04-06,Very Dissatisfied,2,2,2,No,2.0,Good
1427,11039,2024-01-17,Dissatisfied,4,5,3,No,8.0,Could be better
1428,10289,2024-04-17,Very Dissatisfied,5,1,1,Yes,9.0,Great!
1429,10038,2024-06-10,Very Dissatisfied,5,2,4,Yes,3.0,Good
1430,11233,2024-03-06,Neutral,2,5,2,Yes,9.0,
1431,11529,2024-03-06,Very Satisfied,1,3,5,Yes,4.0,
1432,11635,2024-04-14,Neutral,5,5,2,No,8.0,
1433,10690,2024-06-18,Very Dissatisfied,2,2,4,Yes,1.0,Good
1434,11633,2024-03-04,Neutral,1,1,5,No,4.0,
1435,10476,2024-01-07,Satisfied,1,5,4,Yes,9.0,Average
1436,11058,2024-03-23,Very Satisfied,3,1,5,Yes,2.0,Great!
1437,10022,2024-06-12,Satisfied,4,5,1,No,0.0,Average
1438,10608,2024-01-02,Very Dissatisfied,2,4,3,No,8.0,Could be better
1439,10083,2024-06-27,Dissatisfied,5,1,4,No,6.0,Average
1440,11806,2024-04-07,Satisfied,4,1,1,Yes,0.0,
1441,10183,2024-06-23,Very Satisfied,3,3,4,Yes,,Could be better
1442,10533,2024-01-30,Dissatisfied,5,5,3,Yes,0.0,
1443,11039,2024-06-14,Very Dissatisfied,1,1,4,No,7.0,Could be better
1444,11101,2024-04-19,Dissatisfied,4,2,3,Yes,0.0,Good
1445,11253,2024-06-20,Dissatisfied,5,2,3,Yes,2.0,Good
1446,10292,2024-06-07,Neutral,2,1,1,Yes,9.0,
1447,10987,2024-03-26,Very Dissatisfied,5,1,4,Yes,7.0,
1448,10105,2024-06-23,Neutral,2,1,5,Yes,,Great!
1449,11717,2024-05-18,Satisfied,5,5,3,Yes,3.0,
1450,10706,2024-03-09,Neutral,2,4,4,Yes,10.0,Great!
1451,10986,2024-06-24,Very Satisfied,4,3,1,No,6.0,
1452,11624,2024-02-05,Very Satisfied,3,1,2,No,5.0,Average
1453,10211,2024-06-16,Very Satisfied,2,5,2,Yes,5.0,Good
1454,11573,2024-06-25,Very Satisfied,4,2,3,No,0.0,Average
1455,11297,2024-04-25,Very Satisfied,1,4,3,Yes,0.0,Great!
1456,10870,2024-02-01,Dissatisfied,1,5,1,No,2.0,
1457,10389,2024-04-11,Dissatisfied,3,5,3,No,10.0,Good
1458,10566,2024-01-22,Very Satisfied,4,3,1,Yes,,Could be better
1459,11571,2024-05-11,Very Dissatisfied,1,2,2,Yes,9.0,Could be better
1460,11405,2024-03-11,Satisfied,1,3,1,Yes,8.0,Great!
1461,10177,2024-01-20,Satisfied,2,3,3,No,5.0,Could be better
1462,10213,2024-01-30,Very Dissatisfied,3,5,1,No,6.0,Could be better
1463,11151,2024-05-22,Satisfied,3,1,3,No,0.0,
1464,11229,2024-02-16,Neutral,1,4,5,No,0.0,Average
1465,11044,2024-04-04,Very Dissatisfied,3,4,2,Yes,9.0,
1466,11124,2024-05-29,Very Satisfied,3,5,1,Yes,2.0,Average
1467,10622,2024-01-25,Dissatisfied,2,5,4,No,2.0,
1468,11736,2024-06-10,Very Dissatisfied,3,1,3,No,7.0,Good
1469,10371,2024-03-04,Very Dissatisfied,5,1,3,No,10.0,Great!
1470,11859,2024-04-24,Neutral,4,5,1,Yes,1.0,Great!
1471,10979,2024-05-12,Neutral,3,2,2,Yes,5.0,Average
1472,11070,2024-04-21,Very Satisfied,1,5,1,No,8.0,Could be better
1473,10491,2024-03-07,Very Satisfied,2,3,2,Yes,0.0,
1474,10570,2024-04-02,Satisfied,1,3,3,Yes,0.0,Average
1475,10307,2024-05-14,Dissatisfied,1,5,2,Yes,9.0,Could be better
1476,10022,2024-04-19,Satisfied,5,1,5,Yes,10.0,Great!
1477,11191,2024-02-21,Neutral,3,2,1,No,2.0,
1478,10469,2024-06-24,Very Dissatisfied,2,3,1,Yes,3.0,
1479,11128,2024-02-21,Neutral,3,1,2,No,3.0,Great!
1480,11195,2024-01-20,Very Dissatisfied,2,5,1,No,10.0,Great!
1481,10291,2024-03-29,Satisfied,5,1,1,Yes,0.0,
1482,11128,2024-04-20,Very Dissatisfied,3,5,4,No,3.0,
1483,11526,2024-04-21,Dissatisfied,5,3,1,No,10.0,
1484,10723,2024-03-15,Dissatisfied,2,4,3,No,6.0,Good
1485,11996,2024-02-05,Dissatisfied,1,2,2,No,7.0,Could be better
1486,11813,2024-02-14,Very Dissatisfied,1,5,5,No,3.0,
1487,11102,2024-05-13,Satisfied,5,5,2,No,7.0,Good
1488,11373,2024-06-04,Very Dissatisfied,3,4,2,Yes,6.0,
1489,11674,2024-01-03,Satisfied,1,5,3,No,3.0,Great!
1490,10049,2024-01-02,Satisfied,3,3,3,Yes,7.0,Good
1491,10983,2024-02-07,Dissatisfied,3,1,3,Yes,7.0,Good
1492,11752,2024-06-09,Neutral,4,2,2,Yes,0.0,
1493,10331,2024-06-21,Satisfied,2,2,2,Yes,4.0,
1494,10396,2024-04-02,Dissatisfied,3,1,3,Yes,10.0,Good
1495,11301,2024-05-09,Dissatisfied,2,3,2,No,6.0,
1496,11971,2024-02-21,Dissatisfied,1,3,4,Yes,8.0,
1497,10436,2024-01-15,Very Dissatisfied,2,3,1,No,7.0,Great!
1498,11785,2024-06-12,Satisfied,5,5,3,No,8.0,Great!
1499,11360,2024-04-04,Satisfied,1,2,1,No,8.0,Good
1500,10039,2024-06-25,Satisfied,2,2,4,Yes,8.0,Could be better
1501,11119,2024-04-15,Satisfied,3,5,1,No,10.0,
1502,11516,2024-02-03,Very Dissatisfied,4,2,1,Yes,8.0,
1503,11305,2024-04-19,Neutral,5,4,1,Yes,4.0,Could be better
1504,10621,2024-05-01,Dissatisfied,5,3,3,Yes,1.0,Could be better
1505,10993,2024-04-24,Dissatisfied,1,5,4,Yes,,Average
1506,11258,2024-03-20,Satisfied,2,5,5,Yes,6.0,Average
1507,11281,2024-01-13,Very Dissatisfied,1,2,2,No,8.0,Average
1508,10645,2024-04-24,Very Dissatisfied,4,4,1,No,6.0,
1509,11298,2024-04-21,Very Dissatisfied,1,1,1,Yes,6.0,
1510,10964,2024-04-12,Dissatisfied,3,5,1,No,1.0,Good
1511,10712,2024-01-16,Dissatisfied,4,2,4,No,3.0,
1512,11259,2024-01-17,Very Dissatisfied,2,1,4,Yes,0.0,Good
1513,10961,2024-02-15,Very Satisfied,2,4,1,No,7.0,Great!
1514,10520,2024-05-21,Very Satisfied,4,4,3,Yes,6.0,Good
1515,10080,2024-03-11,Very Dissatisfied,3,4,5,Yes,6.0,
1516,10423,2024-03-05,Very Satisfied,2,5,4,Yes,1.0,Good
1517,11640,2024-06-22,Very Satisfied,5,3,3,No,8.0,Could be better
1518,11434,2024-04-20,Very Dissatisfied,4,5,1,Yes,8.0,
1519,10466,2024-04-03,Dissatisfied,4,3,1,No,9.0,
1520,11633,2024-06-26,Dissatisfied,5,4,4,No,2.0,Good
1521,10124,2024-02-29,Very Satisfied,3,5,3,Yes,5.0,Could be better
1522,11452,2024-02-18,Neutral,4,5,4,Yes,10.0,Good
1523,11836,2024-05-25,Very Satisfied,5,4,3,Yes,2.0,Good
1524,11330,2024-04-02,Very Satisfied,4,2,4,No,8.0,Could be better
1525,10394,2024-05-28,Very Dissatisfied,4,3,1,No,3.0,Could be better
1526,11983,2024-03-11,Very Satisfied,2,1,5,Yes,3.0,Good
1527,10907,2024-01-02,Very Dissatisfied,1,1,1,No,8.0,Great!
1528,10947,2024-02-29,Very Dissatisfied,1,4,3,No,4.0,Average
1529,11791,2024-03-04,Satisfied,4,2,5,No,6.0,
1530,10317,2024-06-20,Neutral,2,5,5,Yes,,Good
1531,11543,2024-06-06,Neutral,5,5,5,No,5.0,
1532,11236,2024-03-01,Very Dissatisfied,2,3,1,No,7.0,
1533,11132,2024-03-18,Dissatisfied,4,1,4,Yes,3.0,Average
1534,10693,2024-02-03,Dissatisfied,5,3,5,Yes,6.0,Great!
1535,11857,2024-04-01,Satisfied,1,3,1,Yes,5.0,Could be better
1536,10236,2024-05-16,Dissatisfied,1,4,1,Yes,8.0,Average
1537,10879,2024-01-04,Satisfied,2,1,1,Yes,9.0,Good
1538,11751,2024-05-18,Dissatisfied,3,1,2,No,4.0,
1539,10391,2024-01-10,Neutral,4,3,1,Yes,10.0,
1540,11954,2024-05-01,Satisfied,5,5,3,Yes,7.0,Good
1541,10763,2024-05-17,Very Satisfied,1,5,3,No,10.0,Great!
1542,10736,2024-04-28,Satisfied,2,5,2,No,9.0,Good
1543,10813,2024-01-24,Neutral,4,2,1,No,7.0,Could be better
1544,11423,2024-01-12,Dissatisfied,5,3,5,No,6.0,Average
1545,10221,2024-04-18,Very Satisfied,3,5,2,Yes,10.0,Great!
1546,11695,2024-06-13,Very Dissatisfied,5,5,4,No,8.0,Good
1547,11498,2024-01-13,Very Dissatisfied,2,4,2,Yes,0.0,Good
1548,10950,2024-03-18,Very Satisfied,5,1,5,Yes,7.0,Great!
1549,11056,2024-03-20,Satisfied,2,2,2,No,0.0,Could be better
1550,11140,2024-02-19,Very Satisfied,4,2,5,No,9.0,Great!
1551,11686,2024-04-24,Very Satisfied,4,1,3,Yes,6.0,Great!
1552,10060,2024-04-20,Neutral,1,1,2,No,5.0,
1553,11664,2024-05-11,Very Satisfied,2,1,3,Yes,8.0,Could be better
1554,10130,2024-06-24,Dissatisfied,4,4,3,Yes,4.0,Great!
1555,11543,2024-02-26,Very Dissatisfied,2,4,4,Yes,9.0,
1556,10333,2024-02-27,Dissatisfied,3,5,5,No,7.0,Could be better
1557,11051,2024-01-04,Dissatisfied,1,4,2,No,5.0,Great!
1558,10017,2024-05-29,Very Satisfied,1,5,3,Yes,4.0,Could be better
1559,11398,2024-05-14,Dissatisfied,3,5,2,No,7.0,
1560,10187,2024-02-06,Satisfied,2,4,5,Yes,0.0,Average
1561,10822,2024-03-12,Dissatisfied,5,3,4,Yes,0.0,Could be better
1562,10700,2024-02-19,Satisfied,5,1,2,No,5.0,
1563,11851,2024-03-16,Dissatisfied,3,5,5,Yes,3.0,
1564,11391,2024-03-30,Very Satisfied,2,3,5,Yes,3.0,
1565,10820,2024-01-03,Neutral,5,3,1,No,9.0,Good
1566,11323,2024-01-10,Very Satisfied,3,2,1,Yes,6.0,Good
1567,10330,2024-05-06,Very Satisfied,2,4,5,Yes,3.0,Could be better
